tconst,title,genres,averagerating,numvotes,studio,domestic_gross,popularity,release_date,vote_average,vote_count,month
tt1843866,Captain America: The Winter Soldier,"['Action', 'Adventure', 'Sci-Fi']",7.8,666252,BV,259800000.0,18.073,2014-04-04,7.7,11034,4
tt1850397,The Loft,"['Mystery', 'Romance', 'Thriller']",6.3,46961,ORF,6000000.0,15.995,2015-01-30,6.4,755,1
tt1850457,Sisters,['Comedy'],6.0,58994,Uni.,87000000.0,10.993,2015-12-18,5.9,922,12
tt1853728,Django Unchained,"['Drama', 'Western']",8.4,1211405,Wein.,162800000.0,21.26,2012-12-25,8.0,15725,12
tt1853739,You're Next,"['Action', 'Comedy', 'Horror']",6.6,79451,LGF,18500000.0,11.45,2013-08-23,6.6,1258,8
tt1854513,Blancanieves,"['Drama', 'Fantasy']",7.6,9746,Cohen,280000.0,5.935,2012-10-11,7.3,122,10
tt1855325,Resident Evil: Retribution,"['Action', 'Horror', 'Sci-Fi']",5.4,125191,SGem,42300000.0,1.325,2012-09-14,5.7,2321,9
tt1859650,To Rome with Love,"['Comedy', 'Music', 'Romance']",6.3,79381,SPC,16700000.0,9.562999999999999,2012-06-22,5.7,1097,6
tt1860353,Turbo,"['Adventure', 'Animation', 'Comedy']",6.4,74639,Fox,83000000.0,14.876,2013-07-19,6.1,1758,7
tt1862079,Safety Not Guaranteed,"['Comedy', 'Drama', 'Romance']",7.0,111907,FD,4000000.0,9.214,2012-06-08,6.9,792,6
tt1872181,The Amazing Spider-Man 2,"['Action', 'Adventure', 'Sci-Fi']",6.6,388363,Sony,202900000.0,20.846999999999998,2014-05-02,6.4,7220,5
tt1877832,X-Men: Days of Future Past,"['Action', 'Adventure', 'Sci-Fi']",8.0,620079,Fox,233900000.0,41.867,2014-05-23,7.5,10062,5
tt1878841,The Darkness,"['Horror', 'Thriller']",4.4,12435,BH Tilt,10800000.0,8.357000000000001,2016-05-13,4.8,347,5
tt1881002,Maggie,"['Drama', 'Horror']",5.6,38671,RAtt.,187000.0,13.0,2015-05-08,5.3,958,5
tt1907668,Flight,"['Drama', 'Thriller']",7.3,303009,Par.,93800000.0,11.692,2012-11-02,6.7,3582,11
tt1911658,Penguins of Madagascar,"['Adventure', 'Animation', 'Comedy']",6.7,72551,Fox,83400000.0,20.899,2014-11-26,6.4,2273,11
tt1912398,God Bless America,"['Adventure', 'Comedy', 'Crime']",7.2,65913,Magn.,123000.0,9.152999999999999,2012-05-11,7.1,532,5
tt1924394,The Angels' Share,"['Comedy', 'Crime', 'Drama']",7.0,21686,IFC,347000.0,6.315,2012-06-27,7.1,243,6
tt1924435,Let's Be Cops,"['Comedy', 'Crime']",6.4,121633,Fox,82400000.0,18.395,2014-08-13,6.3,1693,8
tt1931435,The Big Wedding,"['Comedy', 'Drama', 'Romance']",5.6,44221,LGF,21800000.0,11.231,2013-04-25,5.8,678,4
tt1935859,Miss Peregrine's Home for Peculiar Children,"['Adventure', 'Drama', 'Fantasy']",6.7,140619,Fox,87200000.0,19.132,2016-09-30,6.7,6211,9
tt1945037,Begin Again,"['Drama', 'Family']",7.0,57,Wein.,16200000.0,10.828,2014-07-11,7.2,2089,7
tt1951216,The Look of Love,"['Biography', 'Comedy', 'Drama']",6.0,6263,IFC,21300.0,5.69,2013-07-07,5.5,57,7
tt1951261,The Hangover Part III,"['Adventure', 'Comedy', 'Crime']",5.8,270695,WB,112200000.0,18.519000000000002,2013-05-23,6.1,5130,5
tt1951264,The Hunger Games: Catching Fire,"['Action', 'Adventure', 'Sci-Fi']",7.5,575455,LGF,424700000.0,20.187,2013-11-22,7.4,11170,11
tt1951265,The Hunger Games: Mockingjay - Part 1,"['Action', 'Adventure', 'Sci-Fi']",6.6,379050,LGF,337100000.0,33.836999999999996,2014-11-21,6.8,10087,11
tt1951266,The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'Sci-Fi']",6.6,252384,LGF,281700000.0,19.487000000000002,2015-11-18,6.8,7609,11
tt1956620,Sex Tape,"['Comedy', 'Romance']",5.1,100520,Sony,38500000.0,20.429000000000002,2014-07-18,5.3,2684,7
tt1964418,Tomorrowland,"['Action', 'Adventure', 'Family']",6.4,161343,BV,93400000.0,20.136,2015-05-22,6.2,4610,5
tt1971352,Compliance,"['Biography', 'Crime', 'Drama']",6.4,28703,Magn.,319000.0,6.93,2012-08-24,6.4,340,8
tt1972591,King Arthur: Legend of the Sword,"['Action', 'Adventure', 'Drama']",6.8,169054,WB,39200000.0,21.793000000000003,2017-05-12,6.5,3305,5
tt1976000,The Two Faces of January,"['Romance', 'Thriller']",6.2,27542,Magn.,507000.0,7.54,2014-08-08,5.8,396,8
tt1979388,The Good Dinosaur,"['Adventure', 'Animation', 'Comedy']",6.7,91465,BV,123100000.0,17.675,2015-11-25,6.7,3135,11
tt1981115,Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",6.9,540996,BV,206400000.0,31.014,2013-11-08,6.7,10171,11
tt1985966,Cloudy with a Chance of Meatballs 2,"['Adventure', 'Animation', 'Comedy']",6.4,81010,Sony,119800000.0,18.335,2013-09-27,6.4,1679,9
tt1986953,Storage 24,"['Action', 'Horror', 'Mystery']",4.4,6229,Magn.,100.0,6.441,2013-01-11,4.4,66,1
tt1991245,Chernobyl Diaries,"['Horror', 'Mystery', 'Thriller']",5.0,60304,WB,18100000.0,14.658,2012-05-25,5.0,842,5
tt1996310,Lore,"['Drama', 'History', 'Romance']",7.1,13386,MBox,970000.0,6.129,2013-02-08,6.9,141,2
tt2002718,Machete Kills,"['Action', 'Crime', 'Sci-Fi']",5.6,69968,ORF,8000000.0,10.36,2013-10-11,5.5,1079,10
tt2004420,Neighbors,['Comedy'],6.3,266020,Uni.,150200000.0,14.979000000000001,2014-05-09,6.2,4536,5
tt2005151,War Dogs,"['Comedy', 'Crime', 'Drama']",7.1,154029,WB,43000000.0,10.654000000000002,2016-08-19,6.8,2387,8
tt2015381,Guardians of the Galaxy,"['Action', 'Adventure', 'Comedy']",8.1,948394,BV,333200000.0,49.606,2014-08-01,7.9,17958,8
tt2017038,All Is Lost,"['Action', 'Adventure', 'Drama']",6.9,70888,RAtt.,6300000.0,9.869,2013-10-18,6.6,949,10
tt2023453,Diary of a Wimpy Kid: Dog Days,"['Comedy', 'Family']",6.3,19571,Fox,49000000.0,11.36,2012-08-03,6.2,440,8
tt2023690,Sightseers,"['Adventure', 'Comedy', 'Crime']",6.5,24837,IFC,61800.0,6.702999999999999,2013-05-10,6.4,261,5
tt2024432,Identity Thief,"['Adventure', 'Comedy', 'Crime']",5.7,115624,Uni.,134500000.0,13.552999999999999,2013-02-09,5.8,2230,2
tt2024544,12 Years a Slave,"['Biography', 'Drama', 'History']",8.1,577301,FoxS,56700000.0,16.493,2013-10-30,7.9,6631,10
tt2025690,The Finest Hours,"['Action', 'Drama', 'History']",6.8,55981,BV,27600000.0,12.673,2016-01-29,6.4,943,1
tt2034139,The Last Exorcism Part II,"['Drama', 'Horror', 'Thriller']",4.0,15124,CBS,15200000.0,7.561,2013-03-01,4.5,297,3
tt2042568,Inside Llewyn Davis,"['Drama', 'Music']",7.5,123759,CBS,13200000.0,10.549000000000001,2013-12-06,7.2,1400,12
tt2043933,Night Moves,"['Action', 'Drama', 'Thriller']",6.0,12621,Cdgm.,272000.0,9.533999999999999,2014-05-20,5.7,160,5
tt2057392,Eye in the Sky,"['Drama', 'Thriller', 'War']",7.3,72301,BST,18700000.0,10.219,2016-03-11,7.1,850,3
tt2058107,The Railway Man,"['Biography', 'Drama', 'Romance']",7.1,34586,Wein.,4400000.0,9.582,2014-04-11,6.9,408,4
tt2070776,Populaire,"['Comedy', 'Romance', 'Sport']",6.9,10746,Wein.,179000.0,7.281000000000001,2013-09-06,6.6,322,9
tt2076220,Holy Motors,"['Drama', 'Fantasy']",7.1,36874,IM,641000.0,5.31,2012-10-17,7.0,431,10
tt2083355,The Best Man Holiday,"['Comedy', 'Drama']",6.7,13967,Uni.,70500000.0,8.581,2013-11-15,6.6,145,11
tt2084970,The Imitation Game,"['Biography', 'Drama', 'Thriller']",8.0,620834,Wein.,91100000.0,33.078,2014-12-19,8.1,10396,12
tt2088003,Big Game,"['Action', 'Adventure', 'Crime']",5.4,28615,EC,24600.0,9.462,2015-06-26,5.4,648,6
tt2094766,Assassin's Creed,"['Action', 'Adventure', 'Sci-Fi']",5.8,167110,Fox,54600000.0,14.050999999999998,2016-12-21,5.4,5010,12
tt2096672,Dumb and Dumber To,"['Adventure', 'Comedy']",5.6,118646,Uni.,86200000.0,15.964,2014-11-14,5.5,1842,11
tt2097331,The Family Fang,"['Comedy', 'Drama', 'Mystery']",6.1,6964,SM,263000.0,6.803,2016-04-29,5.8,172,4
tt2101441,Spring Breakers,"['Comedy', 'Crime', 'Drama']",5.3,126504,A24,14100000.0,10.690999999999999,2013-03-15,5.0,2495,3
tt2103281,Dawn of the Planet of the Apes,"['Action', 'Adventure', 'Drama']",7.6,390199,Fox,208500000.0,27.641,2014-07-11,7.3,7080,7
tt2109184,Paranormal Activity 4,"['Horror', 'Mystery', 'Thriller']",4.6,58408,Par.,53900000.0,8.965,2012-10-19,5.4,1026,10
tt2109248,Transformers: Age of Extinction,"['Action', 'Adventure', 'Sci-Fi']",5.7,283486,Par.,245400000.0,20.961,2014-06-27,5.8,4805,6
tt2112124,Chennai Express,"['Action', 'Comedy']",6.1,44841,UTV,5300000.0,7.773,2013-08-08,6.4,150,8
tt2119532,Hacksaw Ridge,"['Biography', 'Drama', 'History']",8.1,366904,LGF,67200000.0,24.074,2016-11-04,8.1,6608,11
tt2126355,San Andreas,"['Action', 'Adventure', 'Drama']",6.1,192750,WB (NL),155200000.0,27.414,2015-05-29,6.1,5125,5
tt2140373,Saving Mr. Banks,"['Biography', 'Comedy', 'Drama']",7.5,140678,BV,83300000.0,9.585,2013-12-20,7.4,2050,12
tt2140479,The Accountant,"['Action', 'Crime', 'Drama']",7.3,233022,WB,86300000.0,13.81,2016-10-14,6.9,3407,10
tt2140619,Two Night Stand,"['Comedy', 'Romance']",6.4,60510,EOne,18600.0,9.191,2014-09-26,6.5,1241,9
tt2166214,Khiladi 786,"['Action', 'Comedy']",4.4,5648,Eros,379000.0,1.824,2012-12-07,4.7,16,12
tt2170439,Horrible Bosses 2,"['Comedy', 'Crime']",6.3,144442,WB,54400000.0,18.421,2014-11-26,6.2,2581,11
tt2172934,3 Days to Kill,"['Action', 'Drama', 'Thriller']",6.2,81681,Rela.,30700000.0,11.011,2014-02-14,6.1,1279,2
tt2179136,American Sniper,"['Action', 'Biography', 'Drama']",7.3,401915,WB,350100000.0,18.473,2014-12-25,7.4,7658,12
tt2181931,English Vinglish,"['Comedy', 'Drama', 'Family']",7.9,30323,Eros,1900000.0,5.835,2013-02-14,7.5,111,2
tt2181948,Red,['Thriller'],5.8,9,Sum.,90400000.0,0.6,2014-01-01,5.0,1,1
tt2191701,Grown Ups 2,['Comedy'],5.4,128500,Sony,133699999.0,11.289000000000001,2013-07-12,5.9,2090,7
tt2193215,The Counselor,"['Crime', 'Drama', 'Thriller']",5.3,92096,Fox,17000000.0,10.55,2013-10-25,5.1,1072,10
tt2194499,About Time,"['Comedy', 'Drama', 'Fantasy']",7.8,263136,Uni.,15300000.0,14.133,2013-11-08,7.9,3981,11
tt2199571,Run All Night,"['Action', 'Drama', 'Thriller']",6.6,94131,WB,26500000.0,17.592,2015-03-13,6.4,1684,3
tt2202408,Transcendence,['Drama'],6.1,22,WB,23000000.0,0.6,2012-06-09,5.5,2,6
tt2203939,The Other Woman,"['Comedy', 'Romance']",6.0,122889,IFC,25400.0,9.15,2011-02-04,6.2,220,2
tt2229499,Don Jon,"['Comedy', 'Drama', 'Romance']",6.6,216350,Rela.,24500000.0,12.78,2013-09-27,5.9,2709,9
tt2238050,White Bird in a Blizzard,"['Drama', 'Mystery', 'Thriller']",6.4,25376,Magn.,33800.0,7.852,2014-09-25,6.2,485,9
tt2243537,A Haunted House,"['Comedy', 'Fantasy']",5.1,40308,ORF,40000000.0,6.909,2013-01-11,5.5,871,1
tt2244901,I Give It a Year,"['Comedy', 'Romance']",5.7,34091,Magn.,34700.0,7.721,2013-02-10,5.4,489,2
tt2245084,Big Hero 6,"['Action', 'Adventure', 'Animation']",7.8,371204,BV,222500000.0,36.92,2014-11-07,7.8,10176,11
tt2250564,In Bloom,"['Drama', 'Romance', 'Thriller']",5.8,857,BWP,56100.0,2.436,2013-07-13,6.9,12,7
tt2267968,Kung Fu Panda 3,"['Action', 'Adventure', 'Animation']",7.1,116166,Fox,143500000.0,16.248,2016-01-29,6.7,2944,1
tt2267998,Gone Girl,"['Drama', 'Mystery', 'Thriller']",8.1,761592,Fox,167800000.0,31.215,2014-10-03,7.9,10459,10
tt2278388,The Grand Budapest Hotel,"['Adventure', 'Comedy', 'Crime']",8.1,633604,FoxS,59300000.0,18.31,2014-03-07,8.0,8091,3
tt2279373,The SpongeBob Movie: Sponge Out of Water,"['Adventure', 'Animation', 'Comedy']",6.0,43560,Par.,163000000.0,13.815,2015-02-06,5.7,1165,2
tt2290739,The Devil's Hand,"['Horror', 'Thriller']",5.0,3339,RAtt.,5700.0,4.862,2014-10-10,5.1,65,10
tt2294449,22 Jump Street,"['Action', 'Comedy', 'Crime']",7.0,319504,Sony,191700000.0,11.175999999999998,2014-06-13,6.9,5167,6
tt2301155,Shootout at Wadala,"['Action', 'Crime']",5.9,5610,Eros,370000.0,0.6,2013-05-03,6.5,14,5
tt2302755,Olympus Has Fallen,"['Action', 'Thriller']",6.5,235443,FD,98900000.0,13.864,2013-03-22,6.2,4086,3
tt2304933,The 5th Wave,"['Action', 'Adventure', 'Drama']",5.2,90788,Sony,34900000.0,12.967,2016-01-15,5.8,3657,1
tt2309260,The Gallows,"['Horror', 'Mystery', 'Thriller']",4.2,17763,WB (NL),22800000.0,9.166,2015-07-10,4.8,591,7
tt2310332,The Hobbit: The Battle of the Five Armies,"['Adventure', 'Fantasy']",7.4,438621,WB (NL),255100000.0,53.783,2014-12-17,7.3,8392,12
tt2316204,Alien: Covenant,"['Horror', 'Sci-Fi', 'Thriller']",6.4,226920,Fox,74300000.0,24.651,2017-05-19,5.9,4971,5
tt2321549,The Babadook,"['Drama', 'Horror']",6.8,171411,IFC,964000.0,11.502,2014-11-28,6.4,3528,11
tt2322441,Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']",4.1,279126,Uni.,166200000.0,21.229,2015-02-13,5.4,6451,2
tt2326554,A Girl Walks Home Alone at Night,"['Drama', 'Horror']",7.0,26631,KL,492000.0,7.468,2014-01-19,6.8,395,1
tt2333784,The Expendables 3,"['Action', 'Adventure', 'Thriller']",6.1,156432,LGF,39300000.0,18.797,2014-08-15,6.1,2876,8
tt2333804,The Zero Theorem,"['Comedy', 'Drama', 'Fantasy']",6.1,42082,Ampl.,258000.0,9.314,2014-08-19,6.1,615,8
tt2334649,Fruitvale Station,"['Biography', 'Drama', 'Romance']",7.5,68187,Wein.,16100000.0,9.587,2013-07-26,7.4,645,7
tt2334873,Blue Jasmine,['Drama'],7.3,179453,SPC,33400000.0,10.443,2013-07-26,7.0,1983,7
tt2357291,Rio 2,"['Adventure', 'Animation', 'Comedy']",6.3,72209,Fox,131500000.0,18.11,2014-04-11,6.3,1803,4
tt2364841,Runner Runner,"['Crime', 'Thriller']",5.6,58235,Fox,19300000.0,10.442,2013-10-02,5.6,761,10
tt2379713,Spectre,"['Action', 'Adventure', 'Thriller']",6.8,352504,Sony,200100000.0,30.318,2015-11-06,6.4,6719,11
tt2381111,Brooklyn,"['Drama', 'Romance']",7.5,117021,FoxS,38300000.0,12.083,2015-11-04,7.3,1912,11
tt2381249,Mission: Impossible - Rogue Nation,"['Action', 'Adventure', 'Thriller']",7.4,311704,Par.,195000000.0,20.177,2015-07-31,7.1,5242,7
tt2381991,The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']",6.1,87714,Uni.,48400000.0,16.660999999999998,2016-04-22,6.2,2966,4
tt2387433,Dark Skies,"['Horror', 'Sci-Fi', 'Thriller']",6.3,65754,W/Dim.,17400000.0,11.582,2013-02-22,6.1,1004,2
tt2387589,The Girl on the Train,['Thriller'],4.4,819,Strand,208000.0,1.595,2014-07-03,5.9,25,7
tt2388637,Ain't Them Bodies Saints,"['Crime', 'Drama', 'Romance']",6.4,19464,IFC,397000.0,8.166,2013-08-16,6.2,217,8
tt2388715,Oculus,"['Horror', 'Mystery']",6.5,106906,Rela.,27700000.0,10.841,2014-04-03,6.4,1747,4
tt2393845,Kill Me Three Times,"['Action', 'Comedy', 'Crime']",5.9,18238,Magn.,24300.0,7.12,2015-04-10,5.6,260,4
tt2395427,Avengers: Age of Ultron,"['Action', 'Adventure', 'Sci-Fi']",7.3,665594,BV,459000000.0,44.383,2015-05-01,7.3,13457,5
tt2397535,Predestination,"['Drama', 'Mystery', 'Sci-Fi']",7.5,225349,VE,68400.0,13.625,2015-01-09,7.4,3332,1
tt2402101,Dark Places,"['Action', 'Drama', 'Mystery']",6.2,38160,A24,209000.0,10.979000000000001,2015-08-07,5.9,753,8
tt2402105,Dom Hemingway,"['Comedy', 'Crime', 'Drama']",6.2,24557,FoxS,524000.0,7.254,2014-04-03,5.8,302,4
tt2404425,Woman in Gold,"['Biography', 'Drama', 'History']",7.3,48501,Wein.,33299999.0,7.76,2015-04-10,7.4,787,4
tt2404463,The Heat,"['Action', 'Comedy', 'Crime']",6.6,153501,Fox,159600000.0,16.912,2013-06-28,6.6,2441,6
tt2409818,Open Windows,"['Crime', 'Horror', 'Thriller']",5.2,12764,Cdgm.,1800.0,5.608,2014-10-02,5.1,266,10
tt2436386,Project Almanac,"['Drama', 'Mystery', 'Sci-Fi']",6.4,71500,Par.,22300000.0,9.55,2015-01-30,6.5,1449,1
